x_val,y_added,y_removed,y_combined
NUM_ENT(epg->page) == 1,2,2,4
IN_ELECTION(rep),2,2,4
uint8_val == uint8_min,2,2,4
trie,2,2,4
bit < (map)->n_bits,4,0,4
extra,1,3,4
"log_compare(lsnp, &lp->lsn) == 0",2,2,4
dblp->dbentry[ndx].dbp == NULL,2,2,4
array->n_extent == 0,2,2,4
have_rec == 0,2,2,4
blob_length == max_blob_length,2,2,4
int8_val == int8_max,2,2,4
!DB_REDO(redo) || (cmp) >= 0 || IS_NOT_LOGGED_LSN(*lsn),2,2,4
LOGGING_ON(dbenv),2,2,4
key_lsn == NULL || max_lsn == NULL,2,2,4
ctp->ct_type == CT_DB,2,2,4
flags == DB_CURRENT || flags == DB_KEYFIRST || flags == DB_KEYLAST,2,2,4
IS_INITIALIZED(dbc),2,2,4
int16_val == int16_min,2,2,4
"!strcmp(longlong_as_string, ""0"")",2,2,4
(int) i64_data == rc,2,2,4
"rec_get_start(rec, offsets), rec_offs_extra_size(offsets) - rec_offs_comp(offsets) ? REC_N_NEW_EXTRA_BYTES : REC_N_OLD_EXTRA_BYTES",2,2,4
data.size = sizeof(VRFY_PAGEINFO),2,2,4
uint64_val == uint64_min,2,2,4
phrase,2,2,4
!LOCK_ISSET(metalock),2,2,4
"2 == my_stmt_result(""SELECT * FROM test_table"",50)",2,2,4
c_mp->lru_count > c_mp->stat.st_pages / 10,2,2,4
buf1_len == strlen(koi8),2,2,4
"!memcmp(buf2, cp1251, buf1_len)",2,2,4
"rec_get_start(rec, offsets), rec_size",2,2,4
exp_count == 1,2,2,4
rc != MYSQL_NO_DATA,2,2,4
"tiny_data == (char) my_stmt_result(""SELECT * FROM my_prepare"")",2,2,4
"F_ISSET(dbenv, DB_ENV_REP_MASTER)",2,2,4
rec != NULL && rec->data != NULL && rec->size == sizeof(DB_LSN),2,2,4
status == DB_LV_NORMAL,2,2,4
strlen(data) == 16,2,2,4
rectype == DB___txn_xa_regop,2,2,4
"!memcmp(buf1, koi8, buf1_len)",2,2,4
!block->next_used && !block->prev_used,4,0,4
c1 == 2 && length == 4,2,2,4
"3 == my_stmt_result(query,50)",2,2,4
row[16] != 0,2,2,4
"(F_ISSET(rep, REP_F_RECOVER) && !IS_ZERO_LSN(lp->verify_lsn)) || (!F_ISSET(rep, REP_F_RECOVER) && IS_ZERO_LSN(lp->verify_lsn))",2,2,4
"3 == my_stmt_result(""SELECT * FROM test_sub2"")",2,2,4
uint16_val == uint16_min,2,2,4
uint32_val == uint32_max,2,2,4
pip->pi_refcount > 0,2,2,4
fun == neg_map[i].pos_fun,2,2,4
"!memcmp(buf1, cp1251, buf1_len)",2,2,4
cur_file == file_stack && cur_file->file == 0,2,2,4
carry==1,2,2,4
i + 1 == (int) my_process_stmt_result(select_stmt),2,2,4
"!strcmp(longlong_as_string, ""-1"")",2,2,4
"F_ISSET( key_arg, DB_DBT_USERMEM | DB_DBT_MALLOC) || key_n == key_arg",2,2,4
type != H_OFFDUP,2,2,4
"__db_mutex_lock(dbenv, mp) == 0",2,2,4
!LF_ISSET(BI_DELETED),2,2,4
"3 == my_stmt_result(""SELECT * FROM test_sub2"",50)",2,2,4
"!F_ISSET(bhp, BH_TRASH)",2,2,4
"!F_ISSET(dbjit, DBT_JAVAINFO_LOCKED)",2,2,4
"2 == my_stmt_result(""SELECT * FROM test_table"")",2,2,4
"log_compare(&lsn_rc.lsn, &lp->ready_lsn) >= 0",2,2,4
lock_data->type == MDL_SHARED && lock_data->state == MDL_PENDING,2,2,4
"memcmp(&date_canonical, &date_out, sizeof(date_out)) == 0",2,2,4
dbp != NULL || name != NULL,2,2,4
 result != 0,2,2,4
filename && stream,2,2,4
out_is_null,2,2,4
data == 10.22,2,2,4
"strncmp(c2,""1"",1)==0 && length == 1",2,2,4
int8_val == int8_min,2,2,4
lp->lsn.file == cnt,2,2,4
lock->type == MDL_SHARED && lock->state == MDL_PENDING,2,2,4
fullnew != NULL,2,2,4
"tiny_data == (char) my_stmt_result(""SELECT * FROM my_prepare"",50)",2,2,4
src != dst || cs->caseup_multiply == 1,4,0,4
b->block!=0,1,2,3
(precision <= DECIMAL_MAX_PRECISION)&& (frac <= DECIMAL_MAX_SCALE),2,1,3
info->units == NULL,1,2,3
subkeys < 0,2,1,3
info->indent >= 2,1,2,3
info->ft1_to_ft2==0 || subkeys >=0,2,1,3
info.functions_size!=0,1,2,3
locked_tables_mode == LTM_NONE,2,1,3
blobID < blobFieldCount,1,2,3
info->ft1_to_ft2==0,2,1,3
flag <= 0,2,1,3
inited==RND,2,1,3
OP(m->g->strip[esub]) == OOR1,3,0,3
(uint) (field - result) < fields,3,0,3
descr!=0,1,2,3
map->bitmap && (prefix_size <= map->bitmap_size*8 || prefix_size == (uint) ~0),2,1,3
keynr==NO_SUCH_KEY || cs == info->s->keyinfo[keynr].seg->charset,2,1,3
ts != NULL,1,2,3
(slen % 4) == 0,3,0,3
str != NULL && end != NULL && *end != NULL && error != NULL,2,1,3
info->block!=0,1,2,3
info->append_read_pos <= info->write_pos,2,1,3
frac0+intg0 > 0,2,1,3
stp >= sp,3,0,3
s != NULL,1,2,3
MYSQL_VERSION_ID < VerHi * 10000 + VerLo * 100,2,1,3
!(keyseg->flag & HA_VAR_LENGTH_PART),2,1,3
start2[1]*guess <= (x-guess*start2[0])*DIG_BASE+y,2,1,3
thread_safe == 0,2,1,3
formatSpace == NULL,1,2,3
seek_offset == 0,2,1,3
cs->casedn_multiply == 1,3,0,3
a->block!=0,1,2,3
exp-1 == (uint64)log2(val),1,2,3
errno==0,1,2,3
rest != NULL,3,0,3
vclass != NULL,1,2,3
"disk_pos + share->base.fields *MI_COLUMNDEF_SIZE, end_pos",2,1,3
m_table,3,0,3
(bitmap_size & 7) == 0,2,1,3
f->lines==0,1,2,3
info->filename != NULL,1,2,3
prec2 > 0,2,1,3
localp == nt->type.localp,1,2,3
activeHandle == 0,1,2,3
"""Unknown argument type""",2,1,3
len >= srclen,1,2,3
t[len - 1] == ' ',1,2,3
"strncmp(Ver, MYSQL_SERVER_VERSION, sizeof(Ver)-1) > 0",2,1,3
inited==INDEX,2,1,3
type->kind == DEBUG_KIND_STRUCT || type->kind == DEBUG_KIND_UNION || type->kind == DEBUG_KIND_CLASS || type->kind == DEBUG_KIND_UNION_CLASS,1,2,3
fd >= 0,2,1,3
keycache->blocks_available >= 0,1,2,3
reader_handle.check_point == 0,2,1,3
info->pending_ranges != NULL,1,2,3
sizeof(compatible_mode_normal_str)>=size_for_sql_mode,2,1,3
name->kind == DEBUG_OBJECT_TAG,1,2,3
scope() == GLOBAL,3,0,3
activeReadBuf->rowCount() == 1,1,2,3
(carry) <= 1,2,1,3
info->state->records == 0 && (!rows || rows >= MI_MIN_ROWS_TO_DISABLE_INDEXES),2,1,3
*optend,2,1,3
"bfd_check_format(abfd, bfd_archive)!=true",1,2,3
fd >= MY_FILE_MIN && fd < (int)my_file_limit,3,0,3
info->functions!=0,1,2,3
sizeof(dec1) == 4,3,0,3
width > 0 && to != NULL,2,1,3
"prebuilt->default_rec + templ->mysql_col_offset, templ->mysql_col_len",3,0,3
src,3,0,3
info->type_stack != NULL && info->type_stack->type.classdef != NULL && info->type_stack->type.classdef->method == NULL,1,2,3
f!=NULL,1,2,3
from <= str+len,2,1,3
buflen > 0,2,1,3
err == -1,2,1,3
info->type_stack != NULL && ! ieee_buffer_emptyp (&info->type_stack->type.strdef),1,2,3
"disk_pos + share->uniqueinfo[i].keysegs * HA_KEYSEG_SIZE, end_pos",2,1,3
optend > *pos,2,1,3
parser,3,0,3
cs->mbmaxlen == 2,3,0,3
m_status == DA_ERROR || m_status == DA_OK,2,1,3
size == sizeof(ulonglong),3,0,3
buf1 < stop1,2,1,3
"!test_all_bits(keyseg->flag, (HA_VAR_LENGTH_PART | HA_BLOB_PART))",2,1,3
strlen(fileSortSequence) <= 10 && strlen(fileSortSequenceLibrary) <= 10,1,2,3
"my_memmem(haystack, 10, needle, 3) != NULL",3,0,3
inited==NONE || (inited==RND && scan),2,1,3
h != NULL,1,2,3
cs->multis == NULL,3,0,3
(*b & 128) == 0,2,1,3
info->type_stack != NULL && info->type_stack->type.name != NULL && info->type_stack->next != NULL && info->type_stack->next->type.classdef != NULL && ! ieee_buffer_emptyp (&info->type_stack->next->type.strdef),1,2,3
info->block==0,1,2,3
*to_len >= 2+from->sign,2,1,3
info->stack->next->method != NULL,1,2,3
m_state == PFS_LOCK_ALLOCATED,2,1,3
cachedBridge,1,2,3
tmp,2,1,3
map->bitmap && prefix_size <= map->bitmap_size*8,2,1,3
reclength2 <= reclength,2,1,3
info->stack != NULL && info->stack->next != NULL,1,2,3
info->stack->visibility != DEBUG_VISIBILITY_IGNORE,1,2,3
s[0] == ' ' && s[1] == ' ' && s[2] == '\0',1,2,3
info->type_stack != NULL && info->type_stack->next != NULL && ! ieee_buffer_emptyp (&info->type_stack->next->type.strdef),1,2,3
precision >= 0 && precision < NOT_FIXED_DEC && to != NULL,2,1,3
row <= row_end,2,1,3
"disk_pos + share->keyinfo[i].keysegs * HA_KEYSEG_SIZE, end_pos",2,1,3
(uint64)(void*)data % 16 == 0,1,2,3
optend <= *pos + strlen(*pos),2,1,3
writer_handle.rows == TEST_LOOP_NUM,3,0,3
! (block->hash_link && block->hash_link->requests),1,2,3
cs->caseup_multiply == 1,3,0,3
maxthreads>=__pthread_handles_num+2,1,2,3
alloc_root_inited(mem_root),3,0,3
my_blocks_available >= 0,1,1,2
info->append_read_pos <= info->append_write_pos,1,1,2
offset < (u_int64_t)INT64_MAX,1,1,2
rc == FALSE,1,1,2
dbp->log_filename != NULL,1,1,2
4 == rc,1,1,2
ret != BUFFER_LEN,2,0,2
!STD_LOCKING(dbc) || orig_cp->lock_mode != DB_LOCK_NG,1,1,2
key_n == key_arg,1,1,2
size < NBUCKETS,1,1,2
table_share->ha_data,1,1,2
rc != ETIMEDOUT,2,0,2
"slow(m, ssp, sep, ssub, esub) == rest",1,1,2
*(u_short *)((caddr_t)(op + 1) + op->ov_size) == RMAGIC,1,1,2
map->bitmap && map2->bitmap,2,0,2
def_val < MAX_SET(typelib.count),2,0,2
dt_length == 10,1,1,2
0 <= index,1,1,2
NEXT_PGNO(h) < *last_pgno,1,1,2
TYPE(h) == P_LBTREE,1,1,2
len <= msgsz,1,1,2
OP(s) == OOR2,2,0,2
dbji->h_hash_method_id_ != NULL,1,1,2
!(exp),1,1,2
dstlen >= srclen * cs->caseup_multiply,2,0,2
"F_ISSET(&mtxmgr->reginfo, REGION_CREATE)",1,1,2
"strcmp(dt,""2010-07-10"")==0",1,1,2
argp->hdr.size == 0 || NUM_ENT(pagep) == 0,1,1,2
inp[indx] >= HOFFSET(pagep),1,1,2
block->next_used && block->prev_used && (block->next_used->prev_used == &block->next_used) && (*block->prev_used == block),2,0,2
charset,1,1,2
writer_handle.dirty == 1,1,1,2
"my_memmem(NULL, 10, needle, 3) == NULL",2,0,2
"strcmp(data,""my\""sql\"""")==0",1,1,2
rectype == DB___txn_ckp,1,1,2
bucket < NBUCKETS,1,1,2
ptr == a,1,1,2
static_cast<my_size_t>(index) < m_size,1,1,2
delsum+(int) y/4-temp > 0,1,1,2
keycache->cnt_for_resize_op == 0,1,1,2
(block->status & ~(BLOCK_FOR_UPDATE | BLOCK_IN_EVICTION)) == (BLOCK_READ | BLOCK_IN_FLUSH | BLOCK_CHANGED | BLOCK_IN_USE),2,0,2
(tlen % 2) == 0,2,0,2
!info->share,2,0,2
dbc->internal->opd == NULL,1,1,2
((block->hash_link != hash_link) && (block->status & (BLOCK_IN_EVICTION | BLOCK_IN_SWITCH))) || ((block->hash_link == hash_link) && !(block->status & BLOCK_READ)) || ((block->status & BLOCK_READ) && !(block->status & (BLOCK_IN_EVICTION | BLOCK_IN_SWITCH))),2,0,2
tables_to_lock == NULL && tables_to_lock_count == 0,1,1,2
child_nr < m_info->tables,1,1,2
c-- != 0,1,1,2
type != READ_NET && info->type != READ_NET && type != WRITE_NET && info->type != WRITE_NET && type != APPEND_CACHE && info->type != APPEND_CACHE && type != SEQ_READ_APPEND && info->type != SEQ_READ_APPEND,1,1,2
handler_tables_hash.records == 0,1,1,2
"F_ISSET(opd, DBC_ACTIVE)",1,1,2
cs->state & MY_CS_BINSORT,2,0,2
 (newname == NULL && fullnew == NULL) || (newname != NULL && fullnew != NULL),1,1,2
!STD_LOCKING(dbc) || dbc->internal->lock_mode != DB_LOCK_NG,1,1,2
! mdl_context.lt_or_ha_sentinel() || mdl_context.is_global_lock_owner(MDL_SHARED),1,1,2
nelemp != NULL,1,1,2
dstlen >= srclen * cs->casedn_multiply,2,0,2
metalock.off == LOCK_INVALID,1,1,2
opcode != TXN_PREPARE,1,1,2
((block->status & ~(BLOCK_REASSIGNED | BLOCK_FOR_UPDATE)) == BLOCK_IN_USE) || fail_block(block),2,0,2
min_val <= def_val,2,0,2
end != NULL && ((str != NULL && *end != NULL) || (str == NULL && *end == NULL)) && error != NULL,1,1,2
" F_ISSET(dbt, DB_DBT_USERMEM | DB_DBT_MALLOC | DB_DBT_REALLOC) || bpsz != NULL || bpp != NULL",1,1,2
writer_handle.check_point == 61,1,1,2
dbe->refcount == 1,1,1,2
lp->status == DB_LSTAT_HELD,1,1,2
*to_len > 2+from->sign,1,1,2
CRYPTO_ON(dbenv),1,1,2
"!F_ISSET(dbc, DBC_OPD) || F_ISSET(dbc, DBC_WRITEDUP)",1,1,2
"bpage->zip.data, zip_size",2,0,2
"strcmp(ts_6,""1999-12-29"")==0",1,1,2
(length % 4) == 0,2,0,2
length[4] == (ulong) len,1,1,2
"strcmp(data,exp_data)==0",1,1,2
*fmt == '%',2,0,2
0 == OK,2,0,2
c != OUT,2,0,2
block->hash_link->requests == 0,1,1,2
!keycache->in_resize,1,1,2
scope() == ONLY_SESSION,2,0,2
stop0 <= &to->buf[to->len],1,1,2
d_length == 8,1,1,2
TAILQ_FIRST(&txn->kids) == NULL,1,1,2
(char *)np < (char *)objlist->data + objlist->size,1,1,2
dbmfp->ref >= 1,1,1,2
 dbp->type == DB_QUEUE || dbp->type == DB_RECNO,1,1,2
"EQ(step(m->g, startst, stopst, st, NOTHING, st), st)",2,0,2
"! has_old_lock(lock->write.data, data->owner) || (lock_type <= lock->write.data->type && ! ((lock_type < TL_WRITE_ALLOW_READ && lock->write.data->type == TL_WRITE_ALLOW_READ) || lock->write.data->type == TL_WRITE_DELAYED))",1,1,2
lp->status != DB_LSTAT_FREE,1,1,2
"(F_ISSET(dbmfp, MP_OPEN_CALLED) && mfp != NULL) || (!F_ISSET(dbmfp, MP_OPEN_CALLED) && mfp == NULL)",1,1,2
(mbytes * MEGABYTE + bytes) >= from_lsn->offset,1,1,2
data_len == SCRAMBLE_LENGTH_323 + 1,2,0,2
block->requests == 1,2,0,2
precision <= DECIMAL_MAX_LENGTH,1,1,2
strlen(word) == args->lengths[0],1,1,2
typemore != 0,1,1,2
"F_ISSET(dbc, DBC_ACTIVE)",1,1,2
exp,1,1,2
!s.uses_buffer_owned_by(this),2,0,2
!LF_ISSET(DB_FCNTL_LOCKING),1,1,2
"index, page_get_page_no(page)",2,0,2
result,1,1,2
"offset == offsetof(KEY_CACHE, param_buff_size)",1,1,2
dbji->dup_compare_method_id_ != NULL,1,1,2
seed != 0,1,1,2
rw == a->rw,1,1,2
M,2,0,2
last_in_switch->status & (BLOCK_IN_EVICTION | BLOCK_IN_SWITCH | BLOCK_REASSIGNED),2,0,2
"big_rec_vec->fields[i].data, extern_len",2,0,2
"!F_ISSET(mfp, MP_DEADFILE)",1,1,2
"disk_pos + share->keyinfo[i].keysegs * MI_KEYSEG_SIZE, end_pos",1,1,2
(hash_link->file == file) && (hash_link->diskpos == filepos),2,0,2
"F_ISSET(mutexp, DB_MUTEX_ALLOCATED)",1,1,2
block->next_used && block->prev_used && *block->prev_used == block,2,0,2
!thread->next,2,0,2
map->bitmap && prefix_size <= map->bitmap_size,1,1,2
bitmap_size > 0,1,1,2
h->type != P_QAMDATA,1,1,2
(block->status & ~BLOCK_IN_EVICTION) == (BLOCK_READ | BLOCK_IN_SWITCH | BLOCK_IN_FLUSH | BLOCK_IN_FLUSHWRITE | BLOCK_CHANGED | BLOCK_IN_USE),2,0,2
"dest, templ->mysql_col_len",2,0,2
(tlen % 4) == 0,2,0,2
&(M)->m_prlock,2,0,2
h->pgno != list[position],1,1,2
&(M)->m_mutex,2,0,2
mysql->field_count,1,1,2
!_entered,1,1,2
(int)f_data == round+2+i,1,1,2
"!memcmp(COMMENT_STRING, comment_str, strlen(COMMENT_STRING))",2,0,2
writer_handle.check_point == 0,1,1,2
reader_handle.dirty == AZ_STATE_SAVED,2,0,2
CRYPTO_ON(dbenv_src),1,1,2
file != NULL,2,0,2
!thread->prev,2,0,2
m_psi == NULL,2,0,2
opcode == TXN_ABORT,1,1,2
root != NULL,1,1,2
old != NULL,1,1,2
nlist->elements,2,0,2
argp->meta_pgno == lp[pos - 1],1,1,2
bits <= 8 * sizeof(value),1,1,2
intg0+frac1 <= len,1,1,2
(int)d_data == round+3+i,1,1,2
stmt->field_count,2,0,2
m_root != NULL,2,0,2
child->refcnt >= 1,1,1,2
lp->free_fids_alloced == 0,1,1,2
op->ov_magic == MAGIC,1,1,2
"buf_block_get_page_zip(block), zip_size",1,1,2
!thread->next && !thread->prev,2,0,2
othercase(ch) != ch,1,1,2
lp->db_log_inmemory,1,1,2
! (keycache->waiting_for_hash_link.last_thread),1,1,2
rows[count] == (uint)mysql_affected_rows(mysql),1,1,2
LEVEL(epg->page) != 1,1,1,2
(block->status & (BLOCK_READ | BLOCK_IN_USE | BLOCK_REASSIGNED)) && !(block->status & (BLOCK_IN_EVICTION | BLOCK_IN_SWITCH | BLOCK_IN_FLUSH | BLOCK_CHANGED | BLOCK_FOR_UPDATE)),2,0,2
trie && state,1,1,2
3 == rc,1,1,2
n <= my_hash_links_used,1,1,2
found <= keycache->blocks_used,2,0,2
sizeof(ulonglong) >= sizeof(double),2,0,2
*al != NULL,1,1,2
msgfp->pgno == 0,1,1,2
OP(m->g->strip[esub]) == OOR2,2,0,2
my_process_stmt_result(stmt) != 0,1,1,2
OP(m->g->strip[esub]) == O_CH,2,0,2
rhs.size() == size(),1,1,2
"tiny_data == (int) my_stmt_result(""SELECT * FROM my_prepare"",50)",1,1,2
m_state == PFS_LOCK_DIRTY,2,0,2
write_length == FOURGIG,1,1,2
(i+1) == rowcount,1,1,2
"buf, templ->mysql_col_len",2,0,2
(page_status == PAGE_WAIT_TO_BE_READ) || ((block->hash_link->file == file) && (block->hash_link->diskpos == filepos)),2,0,2
!DB_REDO(redo) || (cmp) >= 0,1,1,2
reader_handle.check_point == 62,1,1,2
nData == 1000,1,1,2
flag & (O_TRUNC|O_APPEND) != O_TRUNC|O_APPEND,1,1,2
result_path != NULL,1,1,2
n <= _my_hash_links_used,1,1,2
(res_length % 4) == 0,1,1,2
"! has_old_lock(lock->write.data, data->owner) || ((lock_type <= lock->write.data->type || (lock_type == TL_WRITE && lock->write.data->type == TL_WRITE_LOW_PRIORITY)) && ! ((lock_type < TL_WRITE_ALLOW_READ && lock->write.data->type == TL_WRITE_ALLOW_READ) || lock->write.data->type == TL_WRITE_DELAYED))",1,1,2
2*sizeof(table) < sizeof(show_name_buff),1,1,2
(slen % 2) == 0,2,0,2
keycache->blocks_used < (ulong) keycache->disk_blocks,2,0,2
meta->pgno == PGNO_BASE_MD,1,1,2
envp != NULL,1,1,2
"strcmp(bData,""mysql"")==0",1,1,2
"run_offset, num_runs * sizeof *run_offset",2,0,2
Count >= read_len,1,1,2
&str != this,2,0,2
max_val >= def_val,2,0,2
mfp->free_ref > 0,1,1,2
write_length == TWOGIG,1,1,2
(A) <= (B) || ((B)+(C)) <= (A),1,1,2
m_size < MYSQL_NO_BIT_FOUND,1,1,2
MORE(),2,0,2
m && prefix_size <= map->bitmap_size,1,1,2
path && stream,2,0,2
(int32) i == no,1,1,2
LIST_FIRST(&dbc->dbp->s_secondaries) == NULL,1,1,2
param_count == 7,1,1,2
ts6_length == 10,1,1,2
keypart_map,2,0,2
new_lock_type == TL_WRITE_ALLOW_WRITE || new_lock_type == TL_WRITE_ALLOW_READ,1,1,2
from_intg > 0,1,1,2
"disk_pos + share->uniqueinfo[i].keysegs * MI_KEYSEG_SIZE, end_pos",1,1,2
dbc == dbc_n,1,1,2
cp->csp - cp->sp == 1,1,1,2
rows[count++] == exp_value,1,1,2
"!LOGGING_ON(dbenv) || log_compare(&((LOG *)((DB_LOG *) dbenv->lg_handle)->reginfo.primary)->s_lsn, &LSN(bhp->buf)) > 0",1,1,2
op->ov_rmagic == RMAGIC,1,1,2
cnt <= my_hash_links_used,1,1,2
param_count == 6,1,1,2
!(block->status & (BLOCK_REASSIGNED | BLOCK_CHANGED | BLOCK_FOR_UPDATE)),2,0,2
logfile == 0 || logfile > lp->lsn.file,1,1,2
argp->pgno == lp[pos],1,1,2
ha_data->auto_inc_initialized == TRUE,1,1,2
reader_handle.auto_increment == 0,2,0,2
keycache->used_last,1,1,2
reader_handle.check_point == 1256,1,1,2
p->pend[subno] != 0,2,0,2
h->pgno != next_pgno,1,1,2
! (!hot && keycache->waiting_for_block.last_thread),1,1,2
_my_blocks_available >= 0,1,1,2
precision || !scale,2,0,2
renv != NULL,1,1,2
"IS_RECOVERING(dbp->dbenv) || F_ISSET(dbp, DB_AM_RECOVER)",1,1,2
"el->el_refresh.r_cursor.v >= el->el_term.t_size.v, (__F, ""\r\nre_putc: overflow! r_cursor.v == %d > %d\r\n"", el->el_refresh.r_cursor.v, el->el_term.t_size.v), abort()",1,1,2
fp != NULL,1,1,2
"1 == my_stmt_result(""SELECT * FROM test_bind_str"",50)",1,1,2
isalpha(ch),1,1,2
table_share->ha_data && !auto_increment_lock,1,1,2
rep->op_cnt > 0,1,1,2
recnop == NULL || LF_ISSET(S_DELNO),1,1,2
!block->next_changed && !block->prev_changed,2,0,2
!keycache->changed_blocks[idx],2,0,2
sem->value != 0,1,1,2
7 == mysql_num_fields(result),1,1,2
map->bitmap && (prefix_size <= map->bitmap_size || prefix_size == (uint) ~0),1,1,2
first != NULL,2,0,2
count<= my_blocks_used,1,1,2
array->mpfarray[offset].pinref > 0,1,1,2
"page_zip, page_zip_get_size(page_zip)",1,1,2
0==1,1,1,2
optend > cur_arg,1,1,2
stmt->field_count == stmt->mysql->field_count,1,1,2
LF_ISSET(DB_FCNTL_LOCKING) || fhp == NULL,1,1,2
read_length == TWOGIG,1,1,2
writer_handle.check_point == 62,1,1,2
mfp->free_size != 0,1,1,2
"F_ISSET(fhp, DB_FH_OPENED) && fhp->handle != INVALID_HANDLE_VALUE",1,1,2
scale >= 0 && precision > 0 && scale <= precision,2,0,2
buffer[0] == az_magic[0] && buffer[1] == az_magic[1],1,1,2
fnp->ref >= 1,1,1,2
!hash_link->block->next_used,2,0,2
*prebuilt->table->name == TEMP_TABLE_PREFIX,1,1,2
((block->hash_link != hash_link) && (block->status & (BLOCK_IN_EVICTION | BLOCK_IN_SWITCH))) || ((block->hash_link == hash_link) && !(block->status & BLOCK_READ)),2,0,2
len == max_pg_dbt.size,1,1,2
(block->status & ~BLOCK_IN_EVICTION) == (BLOCK_READ | BLOCK_IN_SWITCH | BLOCK_IN_FLUSH | BLOCK_IN_FLUSHWRITE | BLOCK_CHANGED | BLOCK_IN_USE) || fail_block(block),2,0,2
_my_blocks_available <= _my_blocks_used,1,1,2
m_lt_or_ha_sentinel == NULL,1,1,2
al->argc < ARG_MAX,1,1,2
retval == 0,2,0,2
fixed_precision == 0 || (fixed_precision < *to_len && fixed_precision > ((from->sign ? 1 : 0) + (fixed_decimals ? 1 : 0))),1,1,2
!keycache->file_blocks[idx],2,0,2
(block->status & ~BLOCK_IN_EVICTION) == (BLOCK_READ | BLOCK_IN_FLUSH | BLOCK_CHANGED | BLOCK_IN_USE),2,0,2
bits <= 8 * sizeof(ulong),1,1,2
ptr == primary_keys + (primary_keys_number_of * 32),1,1,2
lock_data->state == MDL_INITIALIZED,1,1,2
map->bitmap && (prefix_size <= map->bitmap_size*8 || prefix_size == ~0),1,1,2
nbytes <= P_FREESPACE(pagep),1,1,2
(size_t)(fp - *filelistp) < extent_cnt,1,1,2
intg1x > 0,1,1,2
"fstat(fhp->fd, &sb) != -1 && (cur_off = lseek(fhp->fd, (off_t)0, SEEK_CUR)) != -1 && cur_off <= sb.st_size",1,1,2
dbji->append_recno_method_id_ != NULL,1,1,2
ret == DB_NOTFOUND,1,1,2
length[4] == len,1,1,2
cs->multis != NULL,1,1,2
((intptr)start) >= SIZEOF_INT,1,1,2
param_count == 5,1,1,2
keycache->blocks_available != 0,2,0,2
m && prefix_size <= map->n_bits,1,1,2
(page_st == PAGE_READ) && (read_length + offset <= block->length),2,0,2
dbp != NULL || vdp != NULL,1,1,2
lp->db_log_inmemory || lp->b_off == 0,1,1,2
THR_thread_count != 0,2,0,2
current_arena!=0,2,0,2
cache_empty(keycache),2,0,2
my_thread_basic_global_init_done,1,1,2
m_waiting_for == NULL,1,1,2
reader_handle.check_point == 1255,1,1,2
count<=_my_blocks_used,1,1,2
write_length == length,1,1,2
NUM_ENT(npg) != 0,1,1,2
(mysql_fetch(stmt) == 0),1,1,2
dbji->feedback_method_id_ != NULL,1,1,2
"""Pure virtual method called."" == ""Aborted""",1,1,2
data.size == sizeof(VRFY_PAGEINFO),1,1,2
felem == 0 || argp->last_free == list[felem - 1],1,1,2
read_length == length,1,1,2
lock_data->state == MDL_PENDING,1,1,2
"buf, copied_len",2,0,2
&LOCK_delete,1,1,2
idx < sizeof(digits),2,0,2
rwp,2,0,2
query != 0,1,1,2
h->pgno == list[0],1,1,2
HPAGE_PTYPE(dp) == H_OFFDUP,1,1,2
hash_link->block->requests,2,0,2
IS_REP_MASTER(dbenv),1,1,2
mutex == i + 1,1,1,2
"log_compare(from_lsn, to_lsn) <= 0",1,1,2
mfp == NULL || path == NULL,1,1,2
!*alarmed || found,1,1,2
c1 == 8386608 && c2 == 1,1,1,2
OP(g->strip[pc+OPND(s)]) == OOR2,2,0,2
lock_req->ticket == NULL,1,1,2
fnp->ref == 1,1,1,2
entdbp->log_filename != NULL,1,1,2
"m_curr_row < m_rows_end, HA_ERR_CORRUPT_EVENT",2,0,2
nent != 0,1,1,2
n_bits > 0,1,1,2
lock->state == MDL_PENDING,1,1,2
next == next_hash_link->block,2,0,2
block,2,0,2
"!first || first == last || RINGBUF_LEN(lp, first->b_off, lp->b_off) == RINGBUF_LEN(lp, first->b_off, last->b_off) + RINGBUF_LEN(lp, last->b_off, lp->b_off)",1,1,2
(*al)->argv[i] != NULL,1,1,2
msgfp->pgno >= rep->ready_pg,1,1,2
sz > 0,1,1,2
state && c,1,1,2
info->type == READ_CACHE,1,1,2
my_blocks_available <= my_blocks_used,1,1,2
"log_compare(&max_lsn, &lp->max_perm_lsn) >= 0",1,1,2
length == 0,1,1,2
thread->next && thread->prev,2,0,2
last_for_update->status & BLOCK_FOR_UPDATE,2,0,2
def_val < 2,2,0,2
len < MAX_BUF,2,0,2
"info->type != SEQ_READ_APPEND || info->end_of_file == my_tell(info->file,MYF(0))",1,1,2
block->hash_link && (block->hash_link->block == block),2,0,2
infop->allocated >= free_size,1,1,2
((block->status & ~BLOCK_FOR_UPDATE) == BLOCK_IN_USE) || fail_block(block),2,0,2
"buf, prebuilt->mysql_row_len",2,0,2
reader_handle.check_point == 61,1,1,2
!hash_link->block->prev_used,2,0,2
istmp != 0,1,1,2
dbji->bt_prefix_method_id_ != NULL,1,1,2
"index, buf_block_get_page_no(block)",2,0,2
"info->end_of_file - (info->append_read_pos-info->write_buffer) == my_tell(info->file,MYF(0))",1,1,2
main_da.is_error(),1,1,2
